,text,target
2539,Am now making 'Can You Guess the Sound?' idents. This is crap. I'd much rather be outside in the sun. ,1
2540,"@lostinmiami Yeah, but I don't have money or interested friends to go with.  Looks fun, though.  Same place as Comic-Con.",0
2541,"Who is going THIBILS gathering tomorrow? I am, glad I got paid yesterday. @miamii oh baby ",1
2542,@sabawman sarap naman! even nino has been showing me the update!! i sent na mine back to greenhills ,0
2543,"@LauraCarmosino I know! I want to go to everything, but I'm peacing out of the city tomorrow afternoon, so I'll miss most of it ",0
2544,"awww mann r.I.p kitty  &amp;&amp;&amp; unborn kittens..  man it's not fair, I'm actually bummed...",0
2545,"the secret life was so good..but a sad ending  going to bed, spanish regents in the morning ughh",1
2546,so my tennis skills seem to have vanished now  but just spent a lovely hour reading in the sunny back garden,0
2547,Today is not my day. 30 times I've been yelled at today. I've cried 4 times. 14 of my schoolfriends hate me. Life sucks Won't get better. ,0
2548,Opera Unite Beta Crashes on my Mac  http://bit.ly/ZXLXM,1
2549,sooo tired  and tomorrow is monday again... what is wrong with me?,0
2550,"Trying so hard not to be negative and snarky this morning, but thinking I may lose this battle today  ",1
2551,"i hate sundays, bought stuff for the ship  watching an all day marathon of scrubs",0
2552,(@mvoronovska) Feeling shitty.  I need a hug or maybe a big pile of money.,0
2553,@pw_official This part of Yorkshire does not want the bloody BNP representing me. So upset about this. Disgraceful indeed. ,0
2554,@Danacea me jealous now ,0
2555,feeling sorry for myself  will have to bite the bullet and go to doctor tomorrow I think,0
2556,@JamMusic13 I was just asking  I did it .  I GOT MY LAST EXAM B . All three exams are DONE with good grades .I'm so bored  whats shakin?,0
2557,"@mZfAn yeah, im so bored .. ",1
2558,Car over heated. ,0
2559,"Well, sonic interview... Best summer ever? ",1
2560,my shoulders hurt so bad.. i'm literally placing a 'Salonpas' on my shoulders.. ,0
2561,"I hate feeling totally helpless. It bothers me, and I feel like a bad friend ",0
2562,"@nomysteryleft damn, sidekick fail!  can't wait 4 iphone!!",0
2563,reading. i've been reading so slowly lately  it makes me sad. must catch up.,0
2564,@hannuhhhx3 hahaha aww  and nope! it was a old text,1
2565,@jennaleaa hope you're okay sally ,1
2566,@nmhrbrtsn they're already dying  but I'm making them have more babies,0
2567,@nerdsrocket I do not agree with you ,1
2568,"is frustrated that bc we don't have the right cable, I can't move anything to my new MBP. I have a pro screen and I can't even edit on it ",0
2569,Ughh.. what a surprise.. Yasmina looks silly... Kate was supposed to won  FOLLOW ME,1
2570,quiero ver eternal sunshine for the spotless mind y no la encuentro! ,0
2571,Irritated! Got home and realized that I left my usb cord in my work computer and I so wanted to download brandy-broken hearted  ,0
2572,I just watched milk and omg! What a message I cried  I don't understand why people wanna hate and segregate I say we love and accept!,0
2573,@martiy ouchies.    have a good day .......and goodnight @SuperTim.,1
2574,"@DarrenRoberts good thanks, apart from having to go to work today (on overtime)   Ah well.  What are spurrious sports then????",1
2575,@bluemarbl Very selective media coverage?  ,0
2576,No time for the sauna ,0
2577,is sooo warm! leaving newport tomorrow!  xx,0
2578,"done her final maths gcse today, was really easy? was it easy coz im smart or easy coz im thick?? a tad worried now  xxx",0
2579,@SamChampion omg green day are playing a morning free concert  i wish i had known sooner,0
2580,i miss th ,0
2581,@ElecGeek when? where? what? ,0
2582,@wyndwitch  oh no hope you your GP,1
2583,@eeshkapeesh STOP. DRIVE. NO TWEETS THAT ENDANGER YOUR BEING! ,0
2584,I MISS YOU @CarjoBergum ! wish I could be with you in hamaaaar! ,0
2585,Jesus. Still awake. Maybe have a smoke then sleep time. ,0
2586,Is soo confused ,1
2587,Another joe. In the shower w/ me. Behind the sponge. ,1
2588,It's tomorrow already.  Getting hair and make-up done for the MTV Movie Awards.,1
2589,being the ultimate couch potato with Pure de papa...mashed potatos..get it?? no? oh well ,0
2590,Going to get a drink at 2am in a 100+ year old house sucks when ur afraid of the dark ,0
2591,I just rolled over and killed a bird...i feel absolutely horrible...i just killed someones mother! ,0
2592,Don't feel good.. ,1
2593,Comcast isn't working   I will now rely on random Tweets and @phillies_fg for all my scoring needs.,0
2594,"I put my hand under, and it was really hot...  ",0
2595,Wishes breaking up with someone was as easy as deleting them off facebook... Needs all her mates this week ,0
2596,@tommcfly Norway  Jade Ewen (UK) came fifth ,1
2597,@comedy_dave tought you had it permanantly ,1
2598,today is soo not a good day. 3 bad things already happened ,0
2599,@ButterbeanUK I've gotta wake up that time too  Wont go bed for another hour or 2 though haha. Good night bud,0
2600,"Just got up, going to occupy myself since i can't swim ",0
2601,"after today,im starting to miss living the dream ",0
2602,@aafreen umm ! i didnt know they will repeat the same question set ,0
2603,Oh my Gardner got knocked out by that wall! I hope he's okay ,0
2604,I hope Clare and Katie are up for the pub...been nearly a week ,0
2605,"@digidivaish i would like to, but i gotta go get my Pre and then yard work all day ",0
2606,"@shreenas - for me, perfection only comes in the form of @alec_empire and @trent_reznor on the same stage. Remember me begging for it  meh",1
2607,UMM W T H...WHERE IS MY PIC AT...COME ON NOW TWITTER ,1
2608,"wow, a decent day for once. Not looking forward to tomorrow, could be  in places. Also, missing you a tad already :\ and, I NEED CREDIT!",0
2609,I wish @brocore was here with us ,0
2610,"@heavensgame thanks ! found a stream on justintv, but hard with a bad connexion ",1
2611,going to spinning classs.. grr and going to try nd make some money online!!college classes left me broke! ,0
2612,@Saskiafairy  i'm just puttin on more of the vaseline Aloe Vera moisturiser on. i actually look like a stripey lobster! haha ,1
2613,"@AnnaBanana77 i'm not on facebook, and my phone's dead. i meant to tell you, i can't study. my family's busy. sorry ",0
2614,i'm not so sure if i could watch @metrostation  my mom just started talking to me yesterday.,1
2615,I got my nose pierced. It hurts when I yawn. ,0
2616,I woke up with a cold and its SLOWLY going away! I bet @morganjennison got me sick ,0
2617,@buckhollywood omg wasn't the end sooo sad  i'm happy she got the promotion but Molly! and MATT! sooo sad,0
2618,I can so go to bed for an other hour but can't sleep n I'm so tired ,0
2619,@icurl Good luck to you! Miss you man  Please come hom very very soon or I will be forced into early retirement... from life.,1
2620,@doom_cro she can't disclose any details.. so i think there aren't ,0
2621,Is sOoo over tHis PMS. Where's my time machine?? fast fwd. 2 next week. Plz ,0
2622,"@bothsides aw man  i would've ttly helped you, my morning was mostly spent inside the bus.",1
2623,packing is such a bummer  It's like I'm pulling down all my memories of this house and putting them in boxes.  ,0
2624,"Ok time to study for bus law and ethics, gotta test today ",0
2625,Is Doing Homeworkk ,1
2626,"uploading the schoolmates photos to facebook, all the picture are blur guys! it'll took a long time to upload it my connection really bad ",0
2627,this is NOW the worst momemt of my day...not at all a happy camper right now ,0
2628,11p.Still working.Dh waited til 5p to tell me that MIL's bday is tomorrow.So crocheting until (a) my fingers bleed (b) I fall unconscious ,1
2629,she stabbed her baby over 130 times  this is so freakin sad,0
2630,"Hills Finale  LC get some sense and go back to ur $60,000/episode! What, u think people r going to buy your clothes??!",1
2631,is not happy with his team ,0
2632,@webpimp I need you  I'm website retarded again.,0
2633,"@SammyBanana Chucking it down, right? F*kin schizo British weather.. ",0
2634,"@pinksealight ow no, r u not coming ",0
2635,@kalore9 I'm so glad! I wish I could have made it to CT for the shower ,0
2636,I miss game nights... ,0
2637,@tarheelguice no idea  Fox is really horrible about letting you watch these things online.  Maybe check surfthechannel.com later,1
2638,My mac might be broken  but i got a hair cut and a new hard shell so its all good... Hopefully,1
2639,Is not to happy. Paused Pearl Harbor to do things..started watching it..then my cable decided to have a stupid check..lost PH. ,0
2640,waiit no alex is going ,1
2641,@cancercures At ASCO they also talked about how survivors of childhood cancer can suffer from post-traumatic stress disorder. ,0
2642,"@therealmeegs Lol I don't really like the guests on Rove tonight , so I couldn't be bothered watching it, lol  Broncos vs Sharks tomorrah!",1
2643,PEOPLE!!! wat the hell is a follower on twitter???? I DONT GET IT!!! ,1
2644,have to wait for his net connection to be ok.... ,0
2645,In desperate need of a new job ,0
2646,Hangover ,1
2647,@xxNotLikeThatxx ,1
2648,Fcukin' dishonest mutha fcuckers!  ,1
2649,Im absolutely bored wish there was a bball game on rite now ,0
2650,missing my sis very much ,0
2651,sleep then work in the morning ,0
2652,had a dream about MCM ,0
2653,ugh. losing friends was not on my list for spring break. ,0
2654,@mb_chris I have word press site that is on my domain name but for some reason the domain doesint work on safri only fire fox ,0
2655,This is an old boyfriend of mine from wayyyy back in the day... He was always drinking and riding... Please pray for the family.. ,1
2656,"@rhitgirl I do feel icky, that is a very good word to describe it  What is your other job, the fire department?",1
2657,"@cgretton Make it home ok?  Weather wasn't the best for sight-seeing yesterday, at least in Western OR ",1
2658,@pattycakesxo And why won't you go to Stratford? ,0
2659,is hoping for a fit copper but bet he FUGLY  lol,1
2660,will have to put in a few hours of work today ,0
2661,@DrKeokiStarr no I have to get a locksmith  I don't have money for that shit,0
2662,Should be against the law to have to go to work on a sunny day ,0
2663,"@tashi316 F u very much Tashika! I kid I kid, Sowwy ",0
2664,I am ridicously bored at my cousins house right now. Home sounds better then ever. Will someone bring me soup and my bestfriend? ,0
2665,Yeah pretty ticked off and she wont talk to me. ,1
2666,No trip to Blake's   Will have to save my ridiculousness for next year.,0
2667,is getting a root canal wednesday ,1
2668,trying to set up my mobile so i can update twitter on the go. It dont work ,0
2669,hates reduit!!!! ,1
2670,Now have a lump the size of gibralter on my forehead cause I walloped my head in work today ,0
2671,Last night in Waikiki and we're pooped and sad to be leaving Oahu ,0
2672,"@doctorow: Agreed, UK business make it up as they go along. I've just had the old &quot;Your consumer rights are no match for our store rules&quot; ",0
2673,Vivement le retour de ma voix...I miss singing ,0
2674,smoked 4 over finishing the website ... too much ... damn  4 / 7 / 94,0
2675,tired.iritated.hungry.=GRUMPY   all things I should never be.,0
2676,@sophie_2 I loved the bit where they did the buzzers with their heads! Their Genious! Im good how are you? No not yet  but i will get one!,0
2677,Leaving the gym. All swoll and aching lol. Off to another 10 hour work day ,0
2678,"I had the moust amazing weekend, what happend to the spirit?... oh right! Work!! ",0
2679,Trying to wean aleric off the binkie. So far it is not going well  ,0
2680,@Shitizen I'm not fat. ,0
2681,departing boston...goodbye beantown ,0
2682,Taking the train to rotations was too good to be true.  Awful schedule = I drive.    Bummer.,1
2683,Didn't win our eBay item. ,0
2684,I kept waking up last night thinking there were spiders crawling all over me! yuck! only got about 3 hours sleep! ,0
2685,I can't figure this thing out!!???? help ,0
2686,@chicadealeah - I am very sorry for your loss.  What happened though? How'd it get so bad?,0
2687,Why is it so cold on the first day of summer? I'm freezing.. ,0
2688,Plastic Chairs make my butt hurt!  lol!!!!,1
2689,trying to sleep. i have the flu &amp; i feel horrible!! ,0
2690,@davethorne yeah got back just after 11 this morning. Was hell to get up at 9 after goin to bed at 3 ,0
2691,@bernadinee thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here ,1
2692,ummmm rip to micheal (jasmine step dad) ,1
2693,everyone is hating on jon and kate!! I feel bad for them and their kids ,0
2694,@wondercast  I like free I'll do free,1
2695,is very tired . ,0
2696,@batt_mann i won't fancy you then tho... ,0
2697,"sorry i keep changing the name, it's too bad that it's too long ",0
2698,"Hmm Adam Lambert's new/actually old song sounds like The Bangles. Come on, make some new rockin' hits! ",1
2699,@MoniqueCarmen you were a mini jetsetter! they don't give pins anymore. ,0
2700,"having a discussion about which decade provided us with the best music. I say the 80's, but everyone else seems to be disagreeing with me ",1
2701,"On the bus now, metal trim on back seat is hot as fuck! Burned my thigh  The bus &amp; 3™ WANK!",0
2702,I WANT TO CRY ,0
2703,RedSox Flower (#15798) will be out of stock the rest of the year. Remaking to conform to new laws &amp; will not be in time for this season. ,1
2704,"@mollyissogyo I made room...I don't have a bed from how much room I made and now I'm outta space for sure lol, and I know I'm pathetic ",0
2705,"Years ago, we are SUN and Oracle's customers, now we have only one supplier, that is Oracle. ",1
2706,Do any affiliate programs give you all the keys to success?  go http://bit.ly/9Cbc3Q :]Moving out and leaving Wallace ,0
2707, Not happy about having to drive mom's car for the next couple of days till my car gets worked on.,0
2708,"ahhggg i have to paint today, i'm so tired and sick of everything, and Maegan's not coming over to help me 'till laterrrrr ",0
2709,@TrespassersWill I'll probably drop by late then; trying to squeeze in way too much tomorrow before my 1pm flight ,0
2710,i do not own summery clothes!     annoying.,1
2711,Crappy day for my blog.... all the visits have been from a review I did a million years ago... Terrible ,0
2712,"Daddy is on his way to the airport, Mommy is already missing him ",0
2713,german coursework...ugh ,0
2714,@mrsgo4 the group's not there ,0
2715,@therobertmorris see this is why I really should just move to chicago. I love that city so much and I'd love to see Chris play! ,1
2716,feeling down still blaahhh ,0
2717,just realized my awesome black leather watch broke ,1
2718,@britneyprince not jealous just sad that you don't want to be my bff ,0
2719,making a new blog. I couldn't find my old one ,1
2720,@CazP73 yeah mine too...I've ground to a halt again ,0
2721,Time to start getting ready for work. But I don't wanna ,0
2722,i really wanna see @taylorswift13 in chicago on october ninth or tenth. too bad my mom ruins everything.  i need to some major bribing.,0
2723,@LarrfulBuck i'm sorry  what kind of trumpet did u get again? mom wants 2 know,0
2724,"Feeling down cause I can't get all I want from my phone. Aim, tweeter,facebook, msn, and yahoo in one application ",0
2725,i hate having naps. ,0
2726,"is overtired, and her mind is running out of control. Going 2 b tough getting out of bed 2moro ",0
2727,Just heard McGills - A Melbourne institution is closing ,1
2728,"Dear individually wrapped pickles: If you could NOT spill on me every single time I open one of you, that would be just great. ",1
2729,@7thWoman Toss it. Taking them out ruins the structural integrity. ,1
2730,raining again ... ,0
2731,@tommcfly i just had dinner  so full had stickii date pudding for pudding hahaha XD,1
2732,Exam is in an hour: I'll have hours to complete it!  I'm scared,0
2733,@terrikap my fan wont go off. i'm not happy. ,0
2734,@Joulez217  sorry to hear that. Hug Amanda for me,0
2735,"@monsanchez I think I'll go for a little while, I have a doctors appointment early tomorrow morning ",0
2736,sooo my roomie is moving out and leaving me Saturday. Then I'm going to be all alone...how sad ,0
2737,Does anybody know how to code a simple game with Delphi ? I need help ,0
2738,I miss cutting the grass. Nothing like cutting the grass and burning them. There is no smell like the smell of burning grass. ,0
2739,@SAVINGS_MALL Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml,1
2740,@sai_ I can't dm you my # ,0
2741,Just got homee. So much fun in the car&lt;3 but im gna miss u   hahaha ohhh lynn,0
2742,"Overslept, but made a mad dash to get to church on time. Then realized i forgot my Bible &amp; the check i wrote to tithe. #churchfail ",1
2743,"is going to THE concert tonight, thanks little bro, i'll miss you terribly when you go ",1
2744,@miabp yeees  i guess is summer in norway ahah,1
2745,off to work ,1
2746,Aw I bought a cute sheet set for my bed but I didn't realise it was flannelette! Which means it gets all bumpy and gross ,0
2747,@cameronstewart I like balloons in air-dislike crash landings!-been there done that &amp; can no longer do  -pity was beautiful when I did,1
2748,N0 June Weather  c0ld and im all wet  n0w watching movies ,0
2749,can't go ta sleep... need more friends.... ,0
2750, Blesh. No feedback. And no one in my house will tell me. Sheesh.,0
2751,"@starfish422   next time bb, I'm around all afternoon and probably need more than one haha",1
2752,@jeeesss the interweb is out to destroy ONTD ,0
2753,Darn it! I forgot our GSPM YouTube password. No upload of the @almacy class video tonight.  ,0
2754,Mad I can't go to the cubs vs. sox game today with my family because i have to work tomorrow! grr ,0
2755, ok wow i HATE missing harper's island. cause i forgot it was on. DANGIT. my mom just told me jimmy died. NOOOOOOO! ,0
2756,"#justwhy Y is Weezy hvin 2 babies w/ LL &amp; Nivea? Like, thts NOT cute! Eww... (hope them 2 learn fr this) ",1
2757,"never in any treasuries, haha.  ",1
2758,"HOLY CRAP! I'm so tired, but i cant go back to sleep! ",0
2759,AAAAHHHH! MY BROTHER MURDERED MY CAR!!!!! ,0
2760,Google Voice seems to be down at the moment. ,0
2761,Good bye for today .. I'm leaving the studio for my internet-less home! Only six days to go  Come on OPtus!!,0
2762,"And still waiting. It does no good to have an appointment, mine was at 3:45 and now it's 5 now ",1
2763,@numb_kisses How come you're never online anymore? ,0
2764,@CiiTYLiiGHTSx3 what happened? who's the jerk!? ,1
2765,Not going camping sucks  At least the Drive-In was fun!!,0
2766,@Steffie_Angel I can't? ,0
2767,"ouch, knees hurt badly ",1
2768,Going to shawnee........I hate the long drive there...i just want to get all this paper work over with ,0
2769,just for back from track practise and fricken exhausted!!! 2 and a half hours running in the heat non stop! not very fun ,0
2770,dealing with a pretty brutal headache. gooo awaaaaay  no fun...,0
2771,My eye worries me ,0
2772,@Gastos84 Might be that your work just dislikes streams or something. Sorry  Direct mp3 is http://urfonline.com:8000/stream160k.mp3,0
2773,"waiting for @nosy456 to come back. once she comes back, then i leave though ",0
2774,@alanaant u know i want 2! ,0
2775,@Yung_Dilla yeah  outta nowhere too..woke up feelin like shit.. &amp; yes please..i need some :-P,1
2776,fell frm the swing  ,1
2777,Doing nails. Pack. Then sleep early for busy day 2mrw ,0
2778,Nice sunny day! Forgot shades at home! ,1
2779,@oaksaabguy apparently so .. unfortunately evenings are the only time I seem to have time to do any work these days ,0
2780,@charmedimsure I think my posts are decent and no one reads my blog either. My own family doesn't even take the time to read it. ,0
2781,@JeremyStanfill hope last night went well! sorry I couldn't make it ,0
2782,I'm never sleepy anymore until I actually go to sleep and then I don't want to wake up...someone SAVE me!! I need to go home ,0
2783,"@sparksthealy no aly it's not that at all I miss you girl and care about you, I just feel like I accidently abandoned thc ",0
2784,"CRAP. Fell asleep on the couch at 4:30, and only woke up when our 6pm dinner invitation host SMSed to see where we were. ",0
2785,"Now the funnn partttt, getting it all off  erghhhh",1
2786,Dope Stars Inc. &lt;3. || I still remember you ,1
2787,"i hope i've got tickets for the @jonasbrothers concert in dublin, ireland cause its sold out!   hope they do another show here",0
2788,"@CheshireK New Zealand is the FIRST nation to see the dawn of a new day, so, its not Caturday anymore here, its SUNday (only no sun!  )",0
2789,"OMG! Apple fucked up, twice, on putting on my screen protector. There's dust!  Should I drop another 15$ on 2?",0
2790,goin to bed nite nite...  ugggghh u hate work ,0
2791,Getting up this early every morning is no fun. I already miss college  Happy to be a working girl though!,0
2792,@deadlyhifi Totally...I got off my bike at work and just wanted to get back on again!! ,0
2793,Just tryin' blip.up. Easy but low qual: mp3s are reencoded in 64k   Not good enuff. ♫ http://blip.fm/~7jwfl,1
2794,My cousin just yelled at me ,0
2795,"@saharabloom thanks!  I pined for 1 for years, but the quality is quite poor now.  so disappointing.  ",1
2796,Oh dear i guess it pays not to sleep in Twitterville ive lost 2 lil lambs n i dont know where to find them.  ,0
2797,just finished another masterpiece i can't save. ,0
2798,I've a really bad ear infection and it's doing my head in ,0
2799,jaydee is at home on a saturday night ,1
2800,"im not doing anything today, last night knocked all the enrgy out of me, i feel so ill, my voice is going now  ..i want a shower x",0
2801,@Alessia_Brio You killed it? But...but...it was pretty! And probably harmless. ,1
2802,She makes me sad to leave   http://twitpic.com/7tu2f,0
2803,I hate this whole cerfew thing ,0
2804,@mini_mia but I don't drink coffee! ,0
2805,@jordanknight hey Mr. Tink! it's Monday morning in Indonesia. I hate to go to work. why weekend ended so fast?! ,0
2806,my neck still hurts ,0
2807,Best forecasting model--Weighted Moving Avg. Exponential smoothing looks too much like Naive. It's bothering me. The alphas are too close ,0
2808,"I think I just saw Hulk Hogan riding his bike in Pelican Bay, Allison wouldn't slow down to take a picture ",0
2809,i like wanna delete my videos again ,1
2810,"Entered house searching mode yesterday... we need to find an apartment in D�sseldorf until the end of August, this one was temporary... ",1
2811,"@JudyObscure I would do but the geek and the Live In Cat Nanny refuse to attend, saying I am too sad for words ",0
2812,@ReeseSondheim I still don't have it ,0
2813,"@cecinievas NO COMENTTS. i think the same now, really i dont know what to think about it. i know its soooo sad and hurts a lot both of us ",0
2814,almost bought the most beautiful puppy today... but was told that my roommates may or may not crucify me  she was going to be my Wallee...,0
2815,Bad morning! I'm sick  my throat hurts.. my nose is runny.. my eyes are swollen. I'm super sick :[,0
2816,"@fearling73 also, since our DM was here today, I got called in early and had to work from 11am until 9:30pm. I was so angry. Goddammit. ",0
2817,I have been up for 20 mins and my days already sucks! ,0
2818,should be sleeping.  lost my voice a couple day ago.  ,0
2819,@allfalldown Yes. it isssss ,1
2820,"@lea274 @Jessica_Sanner All good! Just got home from a boring day at work  But hey I have the night to myself now, yay! X",1
2821,sad that i cant get the picture from last night's sox game to upload thru twitterberry ,0
2822,@ricku09 YAH I KNOW! you were like doing student council stuff. and you also didn't even go to timmies with us ,0
2823,"Well, because my bedroom smells bad (idk y..) so i sleep in the guest room tonight. ",0
2824,"rain  go away, duh! ...listening to MGMT - kids",0
2825,@emmabarkermuzz waited patiently for 1.5hrs but just as it opened got a call from hubby who'd locked himself out and so had to go home ,0
2826,Work tonight and tomorrow night. That's my weekend ,0
2827,need 2 raise sum money... qiuck time... ,1
2828,@evyevol I hope it doesn't that would suck ,0
2829,@theMMAdigest so sad about Lawler losing last night  What the heck happened to Scott Smith - he didn't fight like he usually does,0
2830,@alixfersure green day is too expensive ,0
2831,@dirty_saint noo! i wish i could play!! ,0
2832,On the train.. Heading to work for a marathon 9hr shift!  Gotta make the money tho! http://myloc.me/4qER,1
2833,@MakingOurEscape you seemed kinda eager to me! haha.. but yea its like how we gt our BS coursework back when we thought that THAT WAS IT ,0
2834,@ddlovato Oooh I wish i was there on the beach  I have a test today so i'm studying.,0
2835,Think i'll get off that mafia wars on Facebook its nothing but trouble!!!!! Well that and i hav no money!!!!! ,0
2836,...very boring ,0
2837,"At work...Finished all my work for the day to bad I have 7 hours left until I'm able to leave.Fuck being normal,fuck having a &quot;real job&quot; ",0
2838,"In a cold datacentre.. With no windows, couldn't it have rained today ",0
2839,@Franknitt  don't remind me.. Was supposed 2 meet up with the Homie @DAEONE 2 4 that show..  Ack! So kill it please..do the damn thang!,0
2840,@ThePaulaCreamer is the link to the key pic working? I keep timing out.  ,1
2841,Didn't get to play four swords again.... ,1
2842,@sofialalalovesu headache. ,0
2843,"STILL not on my PC. I miss my Karen (yes, the PC has a name, get over it). She's a best friend ",0
2844,@Lihis i know that sucks u cant buy it  i love when they perform it!!,0
2845,Either nobody is tweeting. Or twitter turned off my mobile tweets again.   -9.15.08 &lt;3,1
2846,@KingsCrossing i know  lol,1
2847,@BOREDmommy Thank you! I was just thinking about this last night... I used to drive to clubs on a Sat. night and not to Dairy Queen. ,1
2848,recovering from a really good night...couldnt make it till 5am! ,1
2849,"@britttnicole I know!!! Hahaha, and I was so mad. He was in dc the same time I was and I missed him  ughhh. Very sad. But he's adorable.",0
2850,"Just woke up. Packing all day, ughhhh. Why do I have to leave?? ",0
2851,"I really hate this weather  yesterday, so nice, so sunny, and today... its just not worth it to leave home",0
2852,@scarlettlillian Have fun today!! So sorry I had to call in at the last minute..thought I could pull it off w/ 2.5 hours of sleep ,0
2853,@smileyer red carpet starts at 7am? r u serious lol that's soooo early  i hope i can go tmr but chances r low right now ,0
2854,@JenniSixx we haven't talked in a long time it seems ,0
2855,Just started the time consuming process of sending files from my non-apple phone to my macbook ,1
2856,@stargirlreads i cantttt.  my grandparents are here.,0
2857,Torres out for todays game???   Hope it isnt true.,1
2858,IOW Festival next wk/end  Traffic stand still,0
2859,"Someone found my phone and returned it to me. Sometimes people's niceness really surprises you. Bad thing, his phone broke today ",0
2860,"oh my, i didn't realise you could get so sunburnt in England!! ouch ",0
2861,@Zara_X Thanks. Good luck for your exams too. I am so stressed about Computing though. I have no idea why I took it  xx,1
2862,@beijaflor I liked that movie too ... &quot;Is this hair yours?&quot; LOL! ,1
2863,who needs hangers? i have 200 im not using   recycle!,0
2864,Reinstalled the PC system and met some problem... Have to try again tomorrow night.   ,0
2865,watched attack of the show. i want to drive a go-cart obstacle course too ,1
2866,"@Witch_on_demand hach, I whish I could be in Berlin with you guys... I'm missing out on everything lately ",0
2867,@Ayiiia  me too!,1
2868,I wish my wife did not have to drive back to Georgia today ,0
2869,"@Dannymcfly last year you played the same songs, right? haha i remember freaking out in front of the tv watching it  here I go again haha",1
2870,Yesterday an ant bit my leg finger .... OHHHH !!!!!!!!! it swells and its paining .... ,1
2871,off to pack a bag... then to work to shower for work ,0
2872,@madhuwati oh crap   that too to a 23rd ranker. Maybe he has become too confident or that the Soderling was too good,0
2873,@aplusk wut??? no way! ,1
2874,Clicking &quot;Check for Updates&quot; again and again. 2.2.1 is the latest version. ,1
2875,"@Redfrettchen Oh no, shit!  I'm getting a little more worried about having left mine alone now...",0
2876,Need to do the week's food shopping as the cupboards are bare  but don't want to be stuck indoor a supermarket for 2 hours . boo!,0
2877,secretly quite envious of #glastonbury attendees... best line-up for a long long time  ,1
2878,@robby1051 I know people who don't even use the straps. Makes me nervous ,0
2879,"@agerstein the update was probably just for the us, i'm in europe ",0
2880,@peterdtran I heard youre not going to the beach w/ us anymore!  have fun at h2o polo!,0
2881,Shouldn't still be awake. Feeling horrible. Not good. ,0
2882,just had pocket Aces twice... no action.. ,0
2883,@cambelina I got 3 days bereavement. PTO is for NYC &amp; my friend's wedding next week. Tried to get a taco but all trucks are missing ,0
2884,@ThePaulDaniels Probably best not to read The News Of the World  - http://tinyurl.com/youlllikethisnotalot,1
2885,@justinechan sadly only hil is ,0
2886,@coconnie  what a shame.,0
2887,@shoveth Very doubtful ,0
2888,Weekends on  n im still here ... ,0
2889,"I failed at making sugar cookies today for Luke's brother's birthday.  When they cooled off, they got rock hard ",1
2890,You lost the minute you bought that game. So sorry ,0
2891,"I really miss a &quot;Report SPAM&quot; button in Twitter  It is moving more and more to a SPAM tool; hey, Twitter guys, anyone there?",1
2892,i'm sooo dead... i can't move anything.. i just want to sleep right now.. ,0
2893,"yeah it was good while it lasted. now i have to do my history assignment, yay ",0
2894,"@leenuhvfc ohhh  okkk nevermind then ..it;'s okk but give me your no. and I'll text you, you don't need to text back",1
2895,"@itsjustizzy aw, i'm sorry friend.  i hope that you soon feel like a pillow that someone laughed hysterically happily into  lol",0
2896,@OfficialAshleyG Heath Ledger. R.I.P ,1
2897,@angellr Busy but fantastic. Tried to unplug for a few days.   Thank you for the FF!!,1
2898,"14 straight hours of work, two hours of sleep, kiddie serving of cherrios, &amp; enough caffeine to reanimate a corpse, still 8 hrs to go ",0
2899,@lexusperplexus sadly it seems the Crumpler Daily series has been discontinued! ,0
2900,"@ThatKevinSmith Well damn. Since NYC is unattainable, I was at least hoping for a 4th Evening with DVD for my collection. ",1
2901,@mileycyrus  Why are you so sad hun?  It hurts me to see you depressed...,0
2902,"ah well, back to the grind ",1
2903,@igrabjelly aiyah! cannot make it! i'll be working boohoo ,1
2904,@SkydivingWizard We still got it during Sam's Town though &amp; he was married. I think it's that Dave's not feelin it anymore. Poor Brandy. ,0
2905,@hanseebundee Hehe your kitty can probably swim better than Paddy can! Paddy hates the water ,1
2906,My mom pinched me because i was falling asleep in church  i feel awful but i didn't have my coffee ,0
2907,bff had a baby boy yesterday!!! welcome baby &quot;Cougar!&quot; i wish we were so far apart ,1
2908,On the way to cake class...my cake needs A LOT of help ,0
2909,seems the cd-writer of my dell !m1330 as gone down south ,0
2910,"@FUCKCITY Fucking amazing show tonight, I was sad we didn't get to meet you guys  Oh well, next time!",0
2911,I have a headache. Ouch! ,0
2912,so much to do today... don't want to but ,0
2913,Enjoying my Sabbath am.... but I went out to get the paper and it wasn't there!  Sunday just isn't the same without it.    #fb,0
2914,@Drea510  Aw it was sad? ,0
2915,US Economy: Bridges &amp; Roads - Is the Money flowing - I can't tell (yet). ,1
2916,@nikkanore Thats awesome Nikkipoo! Sorry I missed it ,0
2917,I have not been on the phones in 2 days and still no voice!  And my throat hurts ,0
2918,http://tr.im/Metro4 says the female operator of the trailing train was killed... ,1
2919,Weather z nt changin..itz same old fckin hot weather thn too m sneezing ,0
2920,Sigh... Working too much thesr days.  ,0
2921,Didn't go to see Transformers 2 today  NO FREAKIN' MONEY! I was so excited!,1
2922,"@jedwardclark Ah, boo. ",1
2923,Munch away.   Lonelyandroid ):,0
