,target,text
327342,0,"sooo, i'm liking the haircut, but i bought confessions of a shopaholic and the subtitles SUCK! "
497315,0,@CalvinLechner calvinnnnn i miss you 
384490,0,just gave a BIGGGGGGG goodbye hug to both manaum and areej 
552542,0,is feeling anxious about eco 
743712,0,Think tonight could be a late one! 
575849,0,new iphone os3 today...wish I knew about this earlier 
547437,0,"@RC_Proam Good News: I will make the flyer, fine. But u owe me WG ;) Bad news: I can't come Saturday I have to go to NJ for fathers day "
346977,0,"@thescript I didn't know you guys would perform at Pinkpop, or else I would have come too!  You were like, only 50 kms away from my house!"
29041,0,"i feel kinda bad cus sean and i were supposed to leave early, i think he had stuff to do today "
613169,0,Dentist appointment at 3:30 to look at broken tooth. Slightly freaked out due to probable expense of visit and dentists in general. Hate. 
66065,0,fuck  ipod it is broken  sadness is rushign though my heart as we speak
33130,0,"wat 2 do 2da, I think it supposed 2 rain  no good"
779554,0,@mbpeppah yea but unfotunately im at work so I didn't drink any 
637810,0,"I should start to get ready, so i'm not in a rush... but i'm just too comfortable! "
240318,0,is bummed tomorrow is Monday 
693957,0,@stevemoore4good I think we are well into the humiliation stage now  #lions
617961,0,@ReeseMcBlox Reese please help! I got a lot more views than some people in the top 100 and didnt get the hat! Can you help me out please? 
330798,0,has no evening plans 
509426,0,Cant believe i had to wake up and im off out...hate being ill 
516809,0,two and a half men finished 
474357,0,and with &quot;JAMES McAVOY&quot; as the hero it make things even sadder 
76512,0,"@Heromancer i havent been feeling good the last few days either,ive been really tired, and its the week before finals at school "
598776,0,@itsanno  It's in the water. Stupid water. LOL
731338,0,Fuck fuck fuck fuck! My iPhone has gone mute. Handling the G1 has cost me dearly. My iPhone committed suicide 
654925,0,@ddlovato so i'm super jealous that one of my friends met you last night at the PPP premier. 
650333,0,On call weeks SUCK! He got called into work at 7:30pm didn't get home til midnight had to get up at 5:30am &amp; do it all over again... 
666695,0,"happy its friday, but sad i have to come to work tomorrow....sooooo...its a wash "
144118,0,"only two hours of sleep, now driving 8 hours. "
251562,0,so sad you cant watch a live stream of MOVIE AWARDS 
182609,0,@trinaislost not that I saw  its a green day interview with lowie now =D
426961,0,"Reading newspaper before I have a shower. And afterwards going to the Euro election. I am sure, there will be no exciting #boobs there. "
31429,0,"Jus woke up so i can get some water ....then im headin back to bed , I gotta get ready for school in 3 hours "
405889,0,@melodykid ahhh can't  was just over there tho how random.
6116,0,Oh no - it's all gone to shit  http://is.gd/rc0L
58771,0,"I've noticed is that a lot of men have bad teeth. I'll tolerate most things: baldness, tummy but I'm not going there if the smile's bad! "
88868,0,Thanks! Happy Mother's Day to u 2 ... We're still dragging around here... 
370639,0,Studying contracts and listening to Stairway to Heaven.  Stairway always makes me think of my week in New Zealand 
694671,0,@mebplanner I wish you were there to save mine  not yesterday but 3 weeks ago (still homeless sigh) hehe
322155,0,im soo sleepy..  boutto go back on rude.com
383482,0,Work today till 8.30ish.    YEY 
528556,0,"Need to find the right costume for tonight... and I have a ton to do before then, so much for days off "
33509,0,Up super early for no reason at all 
225187,0,@Brandon619 I know understand how you feel. I am have to at work then that means 5:30 for me.  BOO! What a buzzkill.
198948,0,@angie_de wisdom teeth time 
505838,0,wants to watch The Adventures of Pete and Pete without getting sad 
183725,0,@xoizen I'm all about fast Internet.  Tmobile isn't cutting it for me.  3g isn't even out yet for Hawaii 
289455,0,i can't believe she didn't win 
461625,0,woke up 40minutes ago i hate waking up for school especially this early 
384997,0,Stupid fridge. It's f-ked up. And today of all days.  Epic fail! 
516869,0,Sad to hear of the death of my one remaining cat back in the UK. Poor Maverick had to be put down after been hit by a car at the weekend 
354014,0,My back is peeling. Ahhhhhh 
689025,0,I'm so dead! 
87021,0,"They know a verbal command to attack. Hey, I'm a single mother &amp; I'm scared of guns so they protect my family. Sorry for venting... "
44347,0,"@poponthepop Girl, you may need to reset your feed. My idiot feed went down for a week before I noticed, I logged in and reset everything "
382400,0,"@_omgitsaine gaaah i know!  poor milo. he doesn't deserve shit like her. i vote he goes back to alexis, if i can't have him!"
331169,0,@Lexasoarousrex  i loves you boyfriend!
53938,0,Is still tired 
625240,0,"Is in bed, it's to hot, I can't sleep  x"
752551,0,"@jtimberlake please,follow me ! "
473960,0,Just dropped Bob off at basketball camp.  Now on to more cleaning.  Hopefully I'll get my ATM card back today 
749177,0,@TheMacMommy if only Amazon.com / .co.uk would deliver in the Netherlands 
303147,0,Already sore from the hike 
621418,0,@bogvampwhoppit I miss Kent too. Very much 
551415,0,"@ashadihopper Go to the Irish Village, next to gate 123 and have a beer for me  *sniff*"
365613,0,"@chasepino hmm, that really sucks "
792794,0,In summer school. Not in a good mood right now 
251012,0,must get rid of this sickness by tomorrow morning  Being on a Harley for severl hours will NOT be fun otherwise.
163657,0,"Omg I want TF2, everybody on my Steam Friends list is playing it "
560865,0,Hornie Hotty just can't get enough of me...she brought her twin sister with her  *block* *block* *next*
340073,0,wished the script followed me they follow my sis and mate y not me  oh well im goin 2 c them and there not lol
365581,0,"Sad to me-just cuz someone has a unique, &quot;crazy&quot;, out of the &quot;norm&quot; hairstyle- someone calls them, &quot;freak&quot;  Doesn't mean anything!!"
393291,0,@Donniedoll http://twitpic.com/6r0g5 - and I always thought Bagpuss was such a sweet cat 
493835,0,Stopped again 
372352,0,i rly wish i could make him fall in love w/me all over again  i miss the old days...it was everything i ever wanted. -Dreams2Reality
700663,0,Partied out last night..only to wake up the next day for a 2-11 shift at jcrew  weh.
680655,0,Horrible End of the Night!!!!!  Bad Date!! And this is why...
435669,0,@xodasha lol...i don't smoke so I wouldn't know...but smoking is bad anyway  so I think she has bad taste...
721890,0,I never said lets end it i never said goodbye.. I just say those sad tears n look at we are.. 
596621,0,RIP Aunt Marge. She was 103 years old. and the true meaning of life. 
616999,0,So upset I cant see @NPSH  in Toronto  -cries-
241043,0,is off to work. Monday starts on sunday 
456723,0,wtf the ban FB in the computer lab. i can't mack on chick now. 
34450,0,Feeling very down today! Maybe even sad!! 
770866,0,@jillharris No...she can't be...it seems like just yesterday you were celebrating her 10th bday!!! lol  Wow does time fly by 
401981,0,@Brittannyy14 Ohh gosh.  Hope you'll get better. Kepp me posted yea and I wish you all the best. Haha.
661488,0,@PaulaAbdul 2moz wud hav been my sis' bday bt she passed away  Having ur bday the day b4 hers lets me b happy b4 the sadness hits. ily xxx
171985,0,"looking for my dog, she escaped "
242222,0,No phone for a while 
257492,0,My TV doesn't play Dateline w/ Taylor Swift till like 9pm tonight wtf!!! I wanna watch &amp; everyone is watching it right now but no not me 
311798,0,Can't sleep when my baby's not here. Ugh. 
214143,0,@EhMahLee I know!  I have failed as a friend! 
446343,0,@ririchard she acts like I don't have guy friends. So now I have to be home by like 12ish. Bummer 
261614,0,@danger_skies @isacullen oh i'm sorry guys  well i'll let you know what's up then. samberg's giving the opener (he's hosting)
342306,0,"@KaveyF I've never been. I attempted to but it was closed, bank holiday Monday "
755873,0,Super worried right now 
622774,0,@ionatierney eeeew who shat in a cup 
723980,0,Just said goodbye to my friends. Won't see them for a month or so. 
739141,0,@bodysnatcherss I don't know. Well I do but its too long of a story and now its 10am and my eyes hurt too much to get up 
446559,0,"I am shattered, had two very long days "
475506,0,@missmonnie i guess that does warrant a fml 
510364,0,"@gemmak500 am well thanks, just getting ready for work "
464411,0,"not very sunny today  however, going on a bike ride at 9, but for now: shower and hoovering :/"
451322,0,@JazzaJohn I agree on everything you've tweeted in the past few hours. I can't believe that many British people voted for hate not hope 
388907,0,"Oh, how I hate English Lit "
229821,0,@mareveltempura your updates are making me sad  D:
270193,0,@rzrachelzoe You're fabulous! Perez is a jealous creep 
492966,0,Ugh. Just got my lisence in the mail. It would be an awful picture   http://twitpic.com/7i1y2
779567,0,at pim! and i hate the transformers ticket was sold out 
480135,0,@souljaboytellem: okay so your not goin to seattle's summerjam now why? You were the only reason why I was goin  well I have summer jam
115201,0,@jaffathecake My username doesn't work with it 
163597,0,@DanielMiller89 They used to. Many moons ago. 
330019,0,@IsadoraR yeah its crazy ! and yeah i know eff our lives . this cannot be happening. detroit had many chances ! C'MON. 
715009,0,Off to the gym. Once I get out of bed owh 
409015,0,getting a shower then Sam &amp; I are going to lay down and watch a movie...I'm exhausted 
114637,0,Aw wanna listen to the kerry interview but am at work 
790222,0,I'm not getting any dates 
188278,0,"I love my house, I love my yard, but if the past month is any indication of the future of my neighborhood, moving is an option. "
90101,0,"@amba12 Oh, no! Wanda said that? I'm very disappointed.  She's one of my faves.  "
183783,0,@MissLadii12 Hey girl!!! Shii i couldn't do it... lol.... maybe today my bad day... 
224953,0,"i sweat 3 times a week for my body, 6 times a week for my soul...  and they both still need work "
790708,0,@RWildThing Something you've eaten? 
681778,0,@jerseygalrocker Gotcha! I have been bored outta my mind!  I am allowed NO fun since I had my blackout yesterday! Island sounds like fun!
14062,0,My baby has to leave soon....  Wish he would never go. Text it I guess 978 996 7280.
134598,0,@senriquez url is not working 
577773,0,"Sailor's Cap collapses, dies in stall of unknown cause(s) days after winning Poker (see earlier). http://tinyurl.com/thecap (Bloodhorse) "
286128,0,I have a headache  http://tinyurl.com/mp9pm5
637987,0,"@connorhughes Yeah, love it. But it's Adobe Air based...you need admin rights to install Adobe Air, so that's out "
165170,0,"@jdawg Still waiting for a email  from MAX. So i consider no news, bad news."
249133,0,I really don't want it to be hot tomorrow and Tuesday. I have exams in the morning... 
397616,0,Bodies found from the missing Air France plane..  http://tinyurl.com/qorsro
146663,0,I got up way to early for no reason at all...now i cant go back to sleep 
770318,0,@brendonuriesays that CTD song is the most annoying song ever. 
418648,0,@BrokenIntntionZ Thanks..I needed that! 
684942,0,Punjab govt sucks...no electricity 
585706,0,So not looking forward to having MRIs done. I can think of a million other things I'd rather do on a day off  Frustrating!
695628,0,"Whenever I visit Cardiff the sun is always shining; the place looks glorious in the sun. Today, however, the clouds are here "
81522,0,"alas, it is bed time because i work at in the morning, for 7.5 hours.  nighty-night."
628904,0,@Naa_ya ... Korean and Japanese was good enough to talk to natives as naturally as I do French  Must work harder!!
410763,0,@joyjavier awww dats sad for u. i couldnt even go sumwer today. mine is way worser than urs 
19798,0,homework....still 
302623,0,"@dizzyyet ugh, ikr? such bullshit. it sucks ass "
731192,0,ZackyV yatim piatu? I CAN'T BELIEVE THAT 
7064,0,"not feeling that great, but still have to go to class "
229466,0,"feels like toilet this morning. Gonna need to dose myself up again, damn head, nose, throat and stiff neck thing going on again. "
110760,0,Still in bed (6:30am); LKaminoff's tweeting away. I'm going to miss his pranayama this a.m.  home practce for me.
424227,0,ohh s**t... drop by 2  96. johnchow-cow.com
541860,0,Just realized @mrsfonix didn't receive any of my tweets today 
516127,0,OMFG...will i ever get sleep thats more than 4 hours?? 
485585,0,@colleen_stg  Yeah 
26028,0,debating the Taste of Forsyth activity.  Rain is predicted for all afternoon. 
192189,0,@capeTown kfm just reported 47 beached whales 
324927,0,just read the email that DT's father passed... I feel bad 
768682,0,really wanted the tshirt signed by Coach Cal!! 
391746,0,Can you follow me too?   http://marketplace4us.co.uk - your Classified Ads service.
775907,0,OMG...perhaps I have alzheimers already...I feel like sometimes I get sundowners...  
761328,0,@peterfacinelli RAWR!      I'm Sleepy  &amp; Broke! YAY! btw Nothing to do with my @peterfacinelli LOL
241770,0,staying home from church today....  
797702,0,Internet still broken.  BT sending engineer tomorrow. Fingers crossed.
206556,0,@liazlmao I saw POTC posters but had no money. 
11247,0,"http://twitpic.com/3ixtg - Uh oh. I bought the wrong deo, waaaah! I don't want my kilikili to smell like luya "
613921,0,@freena sorry dor my ignorance 
781735,0,Woke up with THE most amazing bedhair this morning!!! Work soon 
56345,0,@nicolepenney i know talk about over acting jeyz. when all here clothes got thrown around at the start  not the best i have seen from her!
240852,0,@dbj740 i am till 430  but away from x thank god!
356426,0,"@Kellers536 haha I know, but i remember us talking about how much you love Northern Liberties. And I dunno next time I come back "
507008,0,"I dont think they is anymore need subscribing to the #systemimager mailing list, the last 20 Digest have all been spams "
157268,0,Been soooo busy these past two days I haven't had a moment to tweet. 
204586,0,@JessicaK1994  i want one!!
309565,0,my picture don`t load 
369937,0,Today's episode of Batman: brave and the bold is sad. 
10118,0,its a beautiful day. guess where i am.... at the big 2...all day. 
132422,0,"@jessy8593 I'm so sorry to hear about grandma, my condolences to u &amp; the family. And feeling sick isn't fun either "
162667,0,I hope I get the job so I can have some steady income and start eating well again. All the cheap food is horrible for you 
798766,0, RIP Farrah. May your hairstyle live forever. &lt;3
715029,0,Still can't figure out the light on the back porch. Changed the bulb.....no good. 
123667,0,pray to god to switch temperature effect on all dudx.. its so cold here 
367025,0,@charlotte_anne awww I feel you. I was there when i was 16. Had all four removed. 
426021,0,@cp007 Wooo hello hun. Im good thanks got hammered last nyt. Stil bit pissed n its almost 1pm  never drinkin again! Xx
132991,0,Getting Ellys thyroid levels checked (blood drawn). Poor peanut 
615250,0,"@DonnieWahlberg ~ Let's eat together in Boston tomorrow, D. It's my last show &amp; I am so heart broken "
322946,0,Work ETA 12min 
329515,0,@virtudude I feel like crying! I'm so disappointed! My mom has a super old PC (XP) but I don't think it will work on that either. 
742639,0,@rosie_rage nice seeing you briefly yesterday rosie! we should of got a picture though  x
636180,0,@missholli09 i already had a hot fudge cake and ice cream but i forgot to scream  ha !!
520638,0,@sydjfk Chook no fun on ur own...      lol u started the script yet??? LMAO
379219,0,@supergirlnano oh. Yeah your right. There is nothing to watch. 
305095,0,"I wish school was full time and work was part time. But, I need to work to pay for school! "
483832,0,Is trying to add people on Twitter and struggling slightly 
64026,0,The rain got the better of my cohorts.  Yoga was canceled.    Did make it to the farmer's market -bought fresh tomatoes and cheese.
247939,0,@mommafo sry.   saw danny driving north today in my way to church.
625317,0,This headache is incredible... Ouch 
111793,0,@JennaIsWriting I am confused  she goes against everything I stand for - good music and pants - but I like her!
61874,0,"@GypsyFlesh Uhh ok....u actually confused me a bit w/ that one, Sistren "
417112,0,Kicking Zombie ass in Left 4 Dead is tons of fun... until you die. 
546285,0,Nothing but bad news on TV tonight... &quot;where is the love?&quot; 
578272,0,@ask_tuaw AAPL says very firmly that my iPhone 3G S will come on friday even though UPS says on the 22nd. Who am I to believe???? 
645983,0,"just had a great idea, but need ~50 people with cameras in the same place at the same time... only slightly flawed then "
317239,0,"ok I sent that message to Ted Murphy last night. It's not really funny anymore.  Curse you, Twitter."
397601,0,@tontino Did you sell it before the Firmware update? 
602812,0,"has finished reading Eclipse, poor Jacob "
89204,0,@chazdrums because we must to use browser component to any ballons and this is not best decision 
40002,0,"Woke up early this morning (unusual when I don't have to work), and I don't seem to have any plans for this morning. Makes me sad "
135728,0,@RiverClark oh shit isn't it poker night at your place tonite? I'm fighting zombiedeath  it lurks in thee shadowsssssss
407492,0,cant find my car keys! 
728837,0,"i think my head's about to explode, like literally. oww! "
398628,0,@RosieWickers if he replies to you Greg offically hates me!  for some reason that just makes me laugh that he'll never reply to me lol
54911,0,It was her last show on the american leg of her tour! 
716079,0,oooooog!  I miss you so much my friends! 
406680,0,@TweetaMe we are all in chat....but no one is talking!!! sad face 
745344,0,"Want vacation, need vacation..... but it is 4 weeks away "
239578,0,"@carlytemple Yeah, I probably need to get a nice black dress. Tried it on with a mini black t-shirt dress &amp; it looked a little tacky. "
683957,0,@ChichiTjandra knp gjd?   
320885,0,@kbriankelley  Sorry to hear that.
90463,0,@Cogitator_X I get stupidly sentimental about TOS cause my friend who introduced me into the world of Trek is dead now 
351057,0,"has an upper-respiratory infection (and NOT the swine flu!) Still, she's on anti-biotics for the 4th time this year! Not fun "
379053,0,Bizness as usual~ I wanna go home and play Sims 3  rofl
64522,0,How in the name of all that is holy did it get to be nine 
724036,0,OMG I'm so upset!! I had to restore my iPod and now I lost all my apps and dont have an account to get them back 
680120,0,I lied. I don't like Rhapsody. 
263148,0,Up was so saaaddd.  but there were two annoying little brats next to me.... so .... it want that fun. too many kids...i dont like kids...
632956,0,"@Poyen yeah, stupid haze! oh i forgot to tell you, i won't be able to party with you tomorrow - have a dinner party i have to be at "
371588,0,Sprained left hamstring. Need to dial down the strenuous exercise 
791944,0,"Despite having eleven thousand songs, I have no idea what I want to listen to right now "
521951,0,"@trufabrications thank you, we need storage for 1,000 bottles though "
13385,0,Ever have a bike tire with 65 pounds of air pressure explode right next to your ear? My ear is still ringing. 
309532,0,@harishandsan how much money did you win ? please buy me pink candy 
441401,0,@isa_belly yeahh I did but my AP1 class was full by the time I could register  totally sucks!
553664,0,is going to do homework 
311294,0,my phones been dead for the last 2 days  but as soon as i turned it on. i checked my messages and melted. dsfafhjmhf :3
195840,0,"@BethRegattieri omg so jealous, that sounds like heaven! I just finished work so I'm tired and hungry on a smelly train  haha"
610465,0,is going to Macinaw for the weekend with 60 bucks in my pocket!  hope its enough!
446168,0,"I wish I could see @missjeffreestar today, but im not "
194766,0,"@ir0nisland Lol. ... I wish I could help 'ya, but my connection's really slow already.  Maybe when I change ISPs. "
138662,0,"@senbin This guy? R u sure? I'm sure he's a nice person, etc, but...  http://bit.ly/3kXmu3"
789361,0,up early helping my mom get her things ready...pissd cuz im gna miss my bros grad  aaaahhhh i feel a tear man..ths sm bs
184130,0,there was a hair in my cheese toast sandwich 
664875,0,@LisaHopeCyrus well i will have to goo soon 
464013,0,cashless paying in Germany still fiction  I mean who pays a 72€ metro ticket with a little sack filled with coins? stupid!
250057,0,@gymfan66 http://twitpic.com/6cph6 - OMG!! wooow i wanna goo to a show like that!!! 
55728,0,i lost the game 
117464,0,camila im feeling so sorry about u girl  everythings gonna be fine ok?sheat why people are so ridiculous
34682,0,Just Got a text from harry(the person i like) saying: btw  i really like emmie(my bff)   
751599,0,@iamhaleyx awh is it ok? 
241184,0,"back home #istanbul. this dragging my suitcase on wheels through town, i hate it, and then my steep street + the stairs in my building "
32212,0,@MichelleHartman there's a new ep of gg? tvcountdown is confusing me. 
621136,0,@itsmarababy NOOOOO not australia. bah! 
655957,0,wow Im sooo hungry! I didnt have my protein powder shake that I have every morning .. im starving.. 
682904,0, wheres a gvsu woman when ya need one
450138,0,Gaaah.. why did i drink coffee at this time of night? I can't sleep  Oh well... more One Piece (Y)
566798,0,MOROCCO TOMORROW!!! But saying goodbye for good to lots of peeps tonight 
323557,0,http://twitpic.com/6gzon - 6 months of business receipts to sort through  but work...
111384,0,has subscribed with Alchemy twice to get an alpha download but they haven't sent eet yet  - Speak of the devil!~ (be careful what you say)
785521,0,"@sporrana Its not sunny either   Cloudy today, and cooler."
789130,0,@PsychicVeg god it's so awful and brings back very painful memories for me. 
483569,0,I'm kinda sad basketball is over. Now what are we gonna watch? I'm gonna miss seeing Pau Gasol's hair bounce with such grace 
733728,0,missing wearing a skirt to work. my worksite doesn't allow me to do so 
218143,0,@xbcammax i feel so bad for you  lol
758200,0,"@OfficialVernonK I was supposed to come tonight, but they didn't email me the date till yesterday. Too late notice to come "
793564,0,another night of scary dreams 
658948,0,@lovesickass I thought he was funny. 
564439,0,Need coffee 
763278,0,@ tysonritteraar: Poor Tyson  Get well soon..And btw... Only you can run and sing very well simultaneous. You're inimitable.
221898,0,@Kikirowr I'm sorry..  son't cry..
92014,0,Slow Comcast speed in the 95051 tonight it seems. 0.8MB/s on a Business Class which is supposed to be 14MB/sec  
217300,0,I really hope Baby Blue is ok. I'm worried 4 her. Blue if you see this please stay strong and I'll pray for you! 
249225,0,Bad mornin. And this day keeps on sucking. 
228643,0,@Laurissaa We SO should of!! I'm sorry love I wish I got to see you tonight  I didn't do much at all but we will creep sometime this week!
64095,0,"@Teresamerica sweetie, I fear that the powers that BE are just into the NWO now, perhaps its time to just pray that God's Will be done "
99712,0,damn! just accidentally closed my browser while trying to dl an hour and a half video! 
343584,0,I have worked one day... just one and I'm already dreading going back 
522958,0,@bradnpx I know  iTunes is EVIL.
428766,0,i'm now getting paranoid that i maybe blocked again for an hour 
158662,0,having yet ANOTHER fight with my husband 
733323,0,"been 3 months since i had a decent break!  What is it with work, that people forget to have fun in life."
187738,0,Has a big headache 
194778,0,@RealBillBailey  i would come but i got school 
247027,0,"i broke the glass on my door. all i did was knock on the door, and the glass shattered....now i have to pay for this shit. "
220650,0,Doesnt look like it will be a kobe lebron match up...  come on cavs!!!
128806,0,@khouryrt nope 
745146,0,LAST DAY WITH JESSI!  so sad shes going home! went by so fast everyone needs to get a show today or they will be missing out like crazy!
653698,0,Went to pick up the iphone today... cant have it till thursday 
646445,0," poor boyfriend suddenly came out in a coughing fit/blocked nose/rash last night, all over. got hardly any sleep. any ideas why??"
779109,0,@marcyyamorr nigga i dont even like have any free time. all my days r busy already! 
692320,0,Kidsare now asking &quot;how much longer&quot;.  
457143,0,"@tomasrestrepo Dunno, sorry   I'd ask on the vs extensibility forum (http://bit.ly/915Dr)"
297815,0,Not a happy camper... and an upset Marz is not good 
408583,0,"GA's tour just ended, no more GA for a year or two.. soo sad "
590223,0,so board 
500813,0,In bed already....what is my life coming to its not even 11 yet 
393074,0,"@tommcfly that jealous of you Tom, I love coffee, but I can not take,me cause  pain of my belly, is horrible "
125358,0,My feet are bloody freezing. Should have worn socks this morning 
84811,0,is wondering if Andain will ever release an album! I've been waiting for years now!. 
246967,0,"Not looking forward to this week, in Minneapolis all alone while Jared dog sits "
228033,0,@JenLovesJoey that flickr site you sent doesn't work! 
84927,0,"Miss him, he didnt reply my message.. "
88264,0,@anarcheological they do call it the worlds oldest profession 
585389,0,iPhone 3.0 needs to work...  my phone is weird. This back up restore had best work I was forced to restore/update it. #iphone
575466,0,@loopsidoops tyty  dont u know? colorin my nails n such stuff
784849,0,"The frittata, for those who care, got the thumbs up!!! unfortunately it will be cold when Zippi gets home "
3129,0,all work and no play does not a happy Linda make  Can't wait for the holidays!
703677,0,how much I slept?This american life tire me a lot...warm and humid weather and debian sid is crashing too much... 
465815,0,Flipping hayfever. My eyes are redder than a baboons scrotum 
434638,0,my phone 
576200,0,@ddlovato-- nu uh! I can't find it 
156265,0,You've got one problem too many. *sigh* I feel sorry for you. Really I do. 
650949,0,@chrisharrington - im in the same boat too; but i have to wait until 26th to get mine 
769117,0,lost my cell phone in java class 
335534,0,Just finished watching B.O.F So sad I can't believe Jun-pyo forgot about Jan-di 
798665,0, am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh
496801,0,aww that well made me cry 
525447,0,"@kboudit me too  but its a commin, I can feel it!"
369623,0,i in the class...today is holiday.. 
211804,0,@ginny9577 it was worth the try...the family isn't letting me have ANY chocolate  gonna rebel
691343,0,on my way to work...how sad  
453654,0,doesn't understand Twitter!  @? what?
706775,0,babysitting but wishing I was out 
237925,0,@chexmix me! I miss chicago 
649840,0,http://openvpn.net/ does not feel Free anymore... 
562256,0,In Work  x
479046,0,1 more finals today and im done with SMC 
700902,0,My poor knee 
312877,0,@NathanaelB well I can't see that but it sounds scary  Hope you're OK.
54167,0,game effing sucked. 
381256,0,sore throat 
550215,0,I feel like a smoker right now. 
371919,0,@mikegentile you guys better come back! 
798770,0,Farrah Fawcett died this morning 
451555,0,too sad.  I just lost a precious friend. xo
449523,0,"Rain suuuucks   Universal was fun and dry for a while, though."
508599,0,Good morning world !!........................Groan.....Oh dear I feel rough today. Wouldnt mind if I had been on a wild night  xx
463856,0,@ArmandoRJ  I am really trying to like Todd. I wish it weren't so hard.
507480,0,"Does ANYONE (other than me) respect news embargoes anymore???   Oh well, at least I don't need to write the story now..."
502538,0,Can't seem to find the book 'Unix for Eunuchs' anywhere. 
151513,0,@retroremakes The US seems preoccupied with grown men playing netball badly to care at the moment.  #rejectprop8
405322,0,@Hannah_oxberry oh dear  doesn't sound good....
136786,0,"Ethan (the other) walked into the UCLA Store today. I was trapped behind the counter so I couldn't say hi.  -- Still, pretty cool"
243221,0,GRRR!! I will not be able to watch MTV MA live  MTV Philippines sucks!!
756948,0,Y!:does anybody out there know other sites where i can submit wordpress themes??  http://nqpds.th8.us
586703,0,@OParks5683 my tonsils r inflamed due to acid reflux which i didn't treat cause i was misdiagnosed before  so it only got worse
355924,0,Is off to work now 
332618,0,"My car's starter is out so I'm schlepping about on the bus, which takes FOREVER it seems.  I can't get it fixed till the 18th, though."
289272,0,"India messed up everything.Could have been a win man?R.Sharma and Raina reduced the RR to 7+ with 6 wickets in hand.But, We our self lost "
537447,0,did not have a good day today!! 
646327,0,@blogbookblog I've been told we're not good at telling people they have to wait! apparently that's part of agile and I'm no good at it 
462907,0,Zackie and I are unmatchable 
59682,0, Urghh English Coursework
72322,0,"me 10 - 630, andrew 8 - 4. No idea about the rest, I think it was Ben and Princeton which could be fun  lol I'm going to be late "
782198,0,Air is broke and i cant sleep  and like the busiest week ever.
463118,0,Is it any wonder i hate Mondays? Brought my office keys and managed to disarm the alarm but no security fob so I'm stuck outside 
571446,0,@josiejacobs That's not very reassuring 
704262,0,@IamFrannyB lucky I been up since 7... At work  all day!
529278,0,"@ashthomson ugh. like the atmosphere, but the service at Kite's is totally disappointing "
503736,0,I can't stop sneezing.. and I need a coffee  XL double double.. someone please!
218396,0,@iHaps that's bad  can they not just give you a new one?
510290,0,I have a headache from staring at a computer screen/taking notes all day 
465864,0,@brittanyis it's over 18s though 
224435,0,"Wow. Possibly the worst night ever, working with jamon and M and cavs are down 18 at the half  fail"
705042,0,"Little time for recovery, straight to work  uuugh"
413239,0,"Had a good day and looking forward to the European Election results but really worried about my forthcoming A2 exams, I fear floppage "
35502,0,@DonnieWahlberg I am never on when you are. Always missing out on the good stuff 
567841,0,Sometimes in life turns to be a spider web  and it makes me think that will my dreams ever come true??Is there any hope?
201026,0,Waiting concert later...I miss las vegas show girl 
557108,0,I think the church bells are clinging for my grandma 
696054,0,I dont like rain  and i smell toast
329846,0,i am on playlist.com youtube.com doesn't work 
503720,0,@Cupcake1012 @DannyDazed Night to u guys and to all fellow Gokey lovers!! It's midnight and I have to go work in the morning  Love ya!!
689725,0,Uh oh got a caffiene headace too tired now 
51834,0,"Hmmmmmm, maybe I won't make the effort to brainwash my kids into catching a matinee of Wolverine later today. "
89856,0,so sad. everyone left. i miss my roomies. 
381860,0,@taleethersaurus guess u don't remember the branchy days? 
359322,0,"bobby, i hope today is better foryou too...what happened the last two days? "
34008,0,"the raspberry and white chocolate cupcakes were a hit, now...what to do with the other 12? Poor, poor #HenryWoodHouse peeps "
338210,0,@msbaraja yea I did today but I haven't listened to it yet  lol r u gonna see them again?
93036,0,"@just_press_play seriously, it sucks so much.  i want to just hang out with everyone right now like we used to"
580224,0,more crappy tv shows for me!! needs to get me some 40 winks though 
533426,0,@mongstradamus Just looking for some peoplee to go with mostly ^^. No friends around here wanna come with 
474926,0,"so tired when i came home from UST... there was no classes, only opening mass..  good thing i met with Bian, Nela, Janine &amp; juanC .. "
726586,0,geez! i hate it when i miss you that much! it makes me wanna call you and see you so bad ... ugh! and i hate the fact that y CANT! 
436363,0,ok so not the best weigh-in... 
668638,0,"Hell, why do I suck at art? "
16162,0,@HPlightningbolt Ok....best friend's son is in the hospital   He's not even 2 yet!
52347,0,"Yea, thanks for the tip! Im taking it in today to see if they do anything else for it -  thanks for the effort AJ!"
479389,0,anyone else reek at math? are you ashamed too? 
722970,0,Missing the Rockabillies very much though  
256558,0,The pool heater is broken 
423953,0,"@Donniedoll hi honey-doll, you ok? I see the boys came online as soon as we called it a night last night  Bet you're tired after your pty!"
688369,0,Awake early to do some last minute studying for this mid-term. 
338844,0,"@Keryje Monday morning, had left french doors open, walked into living room to find cat chewing on a wee birdy "
45499,0,@zique yeah i want it to be able to cash out to paypal too 
155926,0,@Cibaby @LittleMsCoconut y'all ain't rite 
29838,0,Seminar in DOST-ASTI...I am 4 hours late. 
174493,0,sighs. where's my candy 
451403,0,"Oh, but don't get me wrong, the kids I am baby sitting are great! Ones a kinder, and ones a first grader. I am just tired. "
